
id,content_name,is_ott,분류코드,개봉일,감독_및_PD,시청자수,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
121,SurvivorÂ,N,KVARIETY_018,2015-02-15,James McTeigue,36418,Theater,1,96,"Milla Jovovich, Roger Rees",USA,English,15세,cigarette lighter death fire,NA,NA,NA,"Action, Crime, Thriller"
122,Date NightÂ,N,MOVIE_SPORTS_ICE,2010-09-12,Shawn Levy,148725,Theater,1,101,"Mila Kunis, James Franco",USA,English,15세,city new york city night,NA,NA,NA,"Comedy, Crime, Romance"
123,FirestormÂ,N,DRAMA_WORK_POLICE,2013-09-20,Alan Yuen,38130,영화관,1,118,"Andy Lau, Michael Wong",China,Mandarin,전체,die hard scenario gunfight hong kong police,NA,NA,NA,"Action, Crime, Thriller"
124,Diary of a Wimpy Kid: Dog DaysÂ,N,DRAMA_CRIME_DETECTIVE,2012-02-17,David Bowers,52445,Theater,1,94,"Zachary Gordon, Rachael Harris",USA,English,12세,best friend camping country club,NA,NA,NA,"Comedy, Family"
125,Fantastic FourÂ,N,MOVIE_MYST_GEN,2015-05-16,Josh Trank,126273,Theater,1,100,"Tim Blake Nelson, Reg E. Cathey",USA,English,15세,box office flop critically bashed portal,NA,NA,NA,"Action, Adventure, Sci-Fi"
126,Snow QueenÂ,N,MOVIE_ANIME_MUSIC,2012-04-06,Vladlen Barbe,79032,영화관,1,80,"Erin Fitzgerald, Wendee Lee",Russia,Russian,12세,3d,NA,NA,NA,"Adventure, Animation, Family"
127,The Theory of EverythingÂ,N,KVARIETY_182,2014-05-24,James Marsh,434511,영화관,1,123,"Eddie Redmayne, Emily Watson",UK,English,15세,based on memoir cambridge university husband wife relationship,NA,NA,NA,"Biography, Drama, Romance"
128,Let Me InÂ,N,KDRAMA_067,2010-02-08,Matt Reeves,161578,영화관,1,116,"ChloÃ« Grace Moretz, Dylan Minnette",UK,English,19금,blood boy night,NA,NA,NA,"Drama, Fantasy, Horror"
129,Young AdultÂ,N,KDRAMA_041,2011-12-17,Jason Reitman,108649,Theater,1,94,"Charlize Theron, Patton Oswalt",USA,English,19금,car damage computer printer female band,NA,NA,NA,"Comedy, Drama"
130,The InternshipÂ,N,KDRAMA_036,2013-01-20,Shawn Levy,210168,Theater,1,125,"Josh Gad, Jessica Szohr",USA,English,15세,actor's picture shown in credits animated credits google,NA,NA,NA,Comedy
131,The Angry Birds MovieÂ,N,KDRAMA_010,2016-07-01,Clay Kaytis,54860,Theater,1,97,"Peter Dinklage, Josh Gad",USA,English,12세,butt downward duck fish,NA,NA,NA,"Action, Animation, Comedy"
132,Wrath of the TitansÂ,N,KVARIETY_153,2012-07-20,Jonathan Liebesman,209802,Theater,1,99,"Liam Neeson, Edgar RamÃ­rez",USA,English,15세,ares hades titan,NA,NA,NA,"Action, Adventure, Fantasy"
133,Machine Gun PreacherÂ,N,KDRAMA_034,2011-11-16,Marc Forster,91620,Theater,1,129,"Gerard Butler, Madeline Carroll",USA,English,19금,africa biker church,NA,NA,NA,"Action, Biography, Crime"
134,Our Idiot BrotherÂ,N,MOVIE_MYST_GEN,2011-05-02,Jesse Peretz,129289,Theater,1,90,"Zooey Deschanel, Adam Scott",USA,English,19금,art model farmer jail,NA,NA,NA,"Comedy, Drama"
135,Parental GuidanceÂ,N,MOVIE_ANIME_COMEDY,2012-02-05,Andy Fickman,68801,Theater,1,105,"Bailee Madison, Gedde Watanabe",USA,English,12세,chores father figure helicopter parents,NA,NA,NA,"Comedy, Family"
136,Captain America: Civil WarÂ,N,MOVIE_FANTASY_GEN,2016-09-27,Anthony Russo,485517,Theater,1,147,"Robert Downey Jr., Scarlett Johansson",USA,English,15세,based on comic book knife marvel cinematic universe,NA,NA,NA,"Action, Adventure, Sci-Fi"
137,It's Kind of a Funny StoryÂ,N,DRAMA_ROM_HISTORICAL,2010-03-11,Anna Boden,126364,Theater,1,101,"ZoÃ« Kravitz, Jeremy Davies",USA,English,15세,based on novel depression psychiatric ward,NA,NA,NA,"Comedy, Drama, Romance"
138,A Turtle's Tale: Sammy's AdventuresÂ,N,KVARIETY_170,2010-10-28,Ben Stassen,43148,영화관,1,88,"Ed Begley Jr., Jenny McCarthy",France,English,12세,apostrophe in title character name in title punctuation in title,NA,NA,NA,"Adventure, Animation, Family"
139,Christmas MailÂ,N,MOVIE_FANTASY_FOLKLORE,2010-01-09,John Murlowski,16116,Theater,1,89,"Ashley Scott, Piper Mackenzie Harris",USA,English,12세,boss holiday letter,NA,NA,NA,"Comedy, Drama, Family"
140,UnbrokenÂ,N,MOVIE_CRIME_SERIAL,2014-06-15,Angelina Jolie Pitt,169862,Theater,1,137,"Finn Wittrock, Jack O'Connell",USA,English,15세,emaciation male nudity plane crash,NA,NA,NA,"Biography, Drama, Sport"
141,Lone SurvivorÂ,N,KVARIETY_139,2013-12-10,Peter Berg,290927,Theater,1,121,"Jerry Ferrara, Scott Elrod",USA,English,19금,courage navy seal outnumbered,NA,NA,NA,"Action, Biography, Drama"
142,HopÂ,N,KVARIETY_152,2011-12-27,Tim Hill,51753,Theater,1,95,"Gary Cole, Elizabeth Perkins",USA,English,12세,drummer easter easter bunny,NA,NA,NA,"Adventure, Animation, Comedy"
143,Give Me ShelterÂ,N,DRAMA_WORK_TRANSPORT,2014-04-25,Kristin Rizzo,47014,Theater,1,90,"Esai Morales, Robert Davi",USA,English,전체,independent film,NA,NA,NA,Documentary
144,You Got Served: Beat the WorldÂ,N,MOVIE_ROM_GEN,2011-09-28,Robert Adetuyi,22742,영화관,1,91,"Shane Pollard, Mishael Morgan",Canada,English,15세,A film titled You Got Served: Beat the WorldÂ.,NA,NA,NA,"Drama, Music"
145,The Peanuts MovieÂ,N,KVARIETY_066,2015-06-15,Steve Martino,84915,Theater,1,88,"Francesca Capaldi, Venus Schultheis",USA,English,전체,dog girl imagination,NA,NA,NA,"Adventure, Animation, Comedy"
146,Johnny English RebornÂ,N,KDRAMA_029,2011-09-10,Oliver Parker,135276,Theater,1,101,"Daniel Kaluuya, Tim McInnerny",USA,English,12세,assassin chinese conspiracy,NA,NA,NA,"Action, Adventure, Comedy"
147,HerÂ,N,KVARIETY_127,2013-03-08,Spike Jonze,654231,Theater,1,126,"Scarlett Johansson, Brian Johnson",USA,English,19금,divorce female frontal nudity future,NA,NA,NA,"Drama, Romance, Sci-Fi"
148,Born to Fly: Elizabeth Streb vs. GravityÂ,N,DRAMA_FAM_MULTIGENER,2014-01-20,Catherine Gund,92666,Theater,1,82,"Elizabeth Streb, Sarah Callan",USA,English,전체,three word title,NA,NA,NA,"Action, Biography, Documentary"
149,You Will Meet a Tall Dark StrangerÂ,N,KVARIETY_173,2010-01-18,Woody Allen,49435,Theater,1,98,"Anthony Hopkins, Naomi Watts",USA,English,19금,call girl charlatan fortune teller,NA,NA,NA,"Comedy, Drama, Romance"
150,Kickboxer: VengeanceÂ,N,KVARIETY_088,2016-05-02,John Stockwell,16591,Theater,1,90,"Matthew Ziff, T.J. Storm",USA,English,전체,A film titled Kickboxer: VengeanceÂ.,NA,NA,NA,Action
151,Standing OvationÂ,N,DRAMA_SCHOOL_BULLYING,2010-01-03,Stewart Raffill,85377,Theater,1,105,"Kayla Jackson, Alexis Biesiada",USA,English,12세,dance dream frog,NA,NA,NA,Musical
152,Wicked BloodÂ,N,MOVIE_FANTASY_DRAGON,2014-12-15,Mark Young,96044,Theater,1,92,"Alexa PenaVega, Jake Busey",USA,English,전체,chess drugs love,NA,NA,NA,"Action, Crime, Drama"
153,StolenÂ,N,DRAMA_SOC_CLASS,2012-10-16,Simon West,67977,Theater,1,96,"Nicolas Cage, Mark Valley",USA,English,19금,bank money presumed dead,NA,NA,NA,"Action, Crime, Drama"
154,SavagesÂ,N,DRAMA_HORROR_GORE,2012-09-11,Oliver Stone,107425,Theater,1,141,"DemiÃ¡n Bichir, Shea Whigham",USA,English,19금,arms tied overhead damsel in distress dea,NA,NA,NA,"Crime, Drama, Thriller"
155,La Famille BÃ©lierÂ,N,MOVIE_MUSIC_CONCERT,2014-10-17,Eric Lartigau,38809,영화관,1,106,"Karin Viard, Eric Elmosnino",France,French,전체,audition deaf family relationships,NA,NA,NA,"Comedy, Drama, Music"
156,Enter NowhereÂ,N,DRAMA_WORK_MEDICAL,2011-11-20,Jack Heller,61815,Theater,1,90,"Shaun Sipos, Katherine Waterston",USA,English,19금,cabin going in circles pac man,NA,NA,NA,"Mystery, Thriller"
157,The HostÂ,N,KDRAMA_091,2013-12-03,Andrew Niccol,113895,Theater,1,125,"J.D. Evermore, Chandler Canterbury",USA,English,15세,alien alien creature body snatching,NA,NA,NA,"Action, Adventure, Romance"
158,Legend of Kung Fu RabbitÂ,N,KVARIETY_057,2011-09-02,Lijun Sun,28978,영화관,1,89,"Jon Heder, Tom Arnold",China,Mandarin,12세,anthropomorphic animal china furry,NA,NA,NA,"Action, Adventure, Animation"
159,X-Men: ApocalypseÂ,N,KVARIETY_068,2016-09-07,Bryan Singer,179396,Theater,1,144,"Jennifer Lawrence, Michael Fassbender",USA,English,15세,mutant superhero superhero team,NA,NA,NA,"Action, Adventure, Sci-Fi"
160,The GunmanÂ,N,DRAMA_THR_HUNT,2015-04-25,Pierre Morel,60457,Theater,1,115,"Ray Winstone, Mark Rylance",USA,English,19금,assassination blood vomiting death,NA,NA,NA,"Action, Crime, Drama"
161,Treading WaterÂ,N,DRAMA_WORK_FASHION,2013-02-12,Analeine Cal y Mayor,92515,영화관,1,92,"ZoÃ« Kravitz, Douglas Smith",Mexico,English,전체,A film titled Treading WaterÂ.,NA,NA,NA,"Comedy, Drama"
162,Jack and JillÂ,N,MOVIE_DOC_ART,2011-02-24,Dennis Dugan,68543,Theater,1,91,"Al Pacino, Adam Sandler",USA,English,12세,advertising advertising executive commercial,NA,NA,NA,Comedy
163,The Jungle BookÂ,N,MOVIE_ANIME_MUSIC,2016-04-18,Jon Favreau,140207,영화관,1,106,"Scarlett Johansson, Bill Murray",UK,English,12세,fire jungle remake,NA,NA,NA,"Adventure, Drama, Family"
164,The BFGÂ,N,KDRAMA_058,2016-06-06,Steven Spielberg,82494,영화관,1,117,"Mark Rylance, Penelope Wilton",UK,English,12세,cannibal evil brother giant,NA,NA,NA,"Adventure, Family, Fantasy"
165,The Hunger Games: Catching FireÂ,N,DRAMA_WORK_POLITICS,2013-02-09,Francis Lawrence,744281,Theater,1,146,"Jennifer Lawrence, Josh Hutcherson",USA,English,15세,president snow television,NA,NA,NA,"Adventure, Sci-Fi, Thriller"
166,Alex CrossÂ,N,DRAMA_ROM_OFFICE,2012-12-21,Rob Cohen,45567,Theater,1,101,"Cicely Tyson, Chad Lindberg",USA,English,15세,assassin detective partner,NA,NA,NA,"Action, Crime, Mystery"
167,My Last Day Without YouÂ,N,KDRAMA_005,2011-05-16,Stefan C. Schaefer,44887,Theater,1,90,"Nicole Beharie, Marlene Forte",USA,English,전체,business trip german love,NA,NA,NA,"Comedy, Drama, Romance"
168,Miracles from HeavenÂ,N,DRAMA_FAM_STEPFAMILY,2016-02-08,Patricia Riggen,26052,Theater,1,109,"Jennifer Garner, Brighton Sharbino",USA,English,12세,child cancer christian film christianity,NA,NA,NA,Drama
169,Pitch Perfect 2Â,N,KVARIETY_177,2015-02-05,Elizabeth Banks,145409,Theater,1,115,"Anna Kendrick, Birgitte Hjort SÃ¸rensen",USA,English,15세,2010s a cappella box office hit,NA,NA,NA,"Comedy, Music"
170,HomefrontÂ,N,MOVIE_SPORTS_MOTOR,2013-05-27,Gary Fleder,112188,Theater,1,100,"Jason Statham, James Franco",USA,English,19금,biker biker gang dea,NA,NA,NA,"Action, Crime, Drama"
171,Paranormal Activity: The Marked OnesÂ,N,KDRAMA_017,2014-04-18,Christopher Landon,52127,Theater,1,101,"Richard Cabral, Gloria Sandoval",USA,English,19금,apartment blood demonic possession,NA,NA,NA,"Fantasy, Horror, Thriller"
172,SafeÂ,N,DRAMA_HORROR_GHOST,2012-06-16,Boaz Yakin,161129,Theater,1,94,"Jason Statham, Reggie Lee",USA,English,19금,bodyguard gang war russian,NA,NA,NA,"Action, Crime, Thriller"
173,2016: Obama's AmericaÂ,N,KVARIETY_175,2012-11-24,Dinesh D'Souza,88002,Theater,1,87,"Barack Obama, Zackary Steven Graham",USA,English,12세,critically bashed partisan commentary political propoganda,NA,NA,NA,Documentary
174,Jason BourneÂ,N,KVARIETY_082,2016-10-24,Paul Greengrass,57162,영화관,1,123,"Matt Damon, Riz Ahmed",UK,English,15세,black ops chase cia,NA,NA,NA,"Action, Thriller"
175,Our Family WeddingÂ,N,KDRAMA_091,2010-02-23,Rick Famuyiwa,97187,Theater,1,103,"America Ferrera, Lance Gross",USA,English,15세,california love marriage,NA,NA,NA,"Comedy, Romance"
176,Victor FrankensteinÂ,N,DRAMA_SF_PARALLEL,2015-10-14,Paul McGuigan,90128,Theater,1,110,"Daniel Radcliffe, Spencer Wilding",USA,English,15세,assistant experiment frankenstein,NA,NA,NA,"Drama, Horror, Sci-Fi"
177,Lights OutÂ,N,KVARIETY_047,2016-03-17,David F. Sandberg,41638,Theater,1,81,"Billy Burke, Amiah Miller",USA,English,15세,based on short film reference to avenged sevenfold reference to slayer,NA,NA,NA,Horror
178,The Conjuring 2Â,N,MOVIE_ANIME_CULINARY,2016-02-04,James Wan,106615,Theater,1,134,"Javier Botet, Frances O'Connor",USA,English,19금,based on supposedly true story house paranormal investigating,NA,NA,NA,"Horror, Mystery, Thriller"
179,Alpha and OmegaÂ,N,KVARIETY_168,2010-07-17,Anthony Bell,90660,Theater,1,90,"Kevin Sussman, Larry Miller",USA,English,12세,arranged marriage geese idaho,NA,NA,NA,"Adventure, Animation, Comedy"
180,Eat Pray LoveÂ,N,DRAMA_SF_SUPERHUMAN,2010-03-23,Ryan Murphy,115733,Theater,1,140,"James Franco, Julia Roberts",USA,English,15세,divorce emotional balance female protagonist,NA,NA,NA,"Drama, Romance"
181,American HeistÂ,N,KVARIETY_186,2014-06-25,Sarik Andreasyan,17539,영화관,1,94,"Hayden Christensen, Jordana Brewster",Canada,English,19금,bank critically bashed heist,NA,NA,NA,"Action, Crime, Drama"
182,The Walking DeceasedÂ,N,MOVIE_SPORTS_BOXING,2015-07-06,Scott Dow,47767,Theater,1,88,"Trenton Rostedt, Wray Crawford",USA,English,19금,zombie zombie spoof,NA,NA,NA,"Comedy, Horror"
183,Star Trek Into DarknessÂ,N,DRAMA_ACTION_TECH,2013-12-04,J.J. Abrams,488436,Theater,1,132,"Benedict Cumberbatch, Bruce Greenwood",USA,English,15세,admiral captain manhunt,NA,NA,NA,"Action, Adventure, Sci-Fi"
184,Birdman or (The Unexpected Virtue of Ignorance)Â,N,KVARIETY_022,2014-08-12,Alejandro G. IÃ±Ã¡rritu,759559,Theater,1,119,"Emma Stone, Naomi Watts",USA,English,19금,actor artist broadway play,NA,NA,NA,"Comedy, Drama, Romance"
185,Never Let Me GoÂ,N,KVARIETY_200,2010-02-17,Mark Romanek,151957,영화관,1,103,"Andrew Garfield, Charlie Rowe",UK,English,19금,boarding school childhood love,NA,NA,NA,"Drama, Romance, Sci-Fi"
186,Born of WarÂ,N,KVARIETY_163,2014-08-09,Vicky Jewson,18405,영화관,1,109,"James Frain, Sofia Black-D'Elia",UK,English,19금,fight mina murder,NA,NA,NA,"Action, Drama, Thriller"
187,Food ChainsÂ,N,DRAMA_MYST_CLOSEDROOM,2014-07-04,Sanjay Rawal,24189,Theater,1,83,"Alma Martinez, Robert Kennedy Jr.",USA,English,전체,two word title,NA,NA,NA,"Documentary, News"
188,Lee Daniels' The ButlerÂ,N,MOVIE_FAM_STEPFAMILY,2013-05-05,Lee Daniels,138816,Theater,1,132,"Alex Pettyfer, David Oyelowo",USA,English,15세,butler civil rights hotel,NA,NA,NA,"Biography, Drama"
189,Daddy's HomeÂ,N,KDRAMA_100,2015-02-17,Sean Anders,93866,Theater,1,96,"Will Ferrell, Linda Cardellini",USA,English,15세,biological father dad drinking,NA,NA,NA,"Comedy, Family"
190,ContagionÂ,N,KVARIETY_138,2011-08-18,Steven Soderbergh,289843,Theater,1,106,"Matt Damon, Monique Gabriela Curnen",USA,English,15세,contagion cure infection,NA,NA,NA,"Drama, Thriller"
191,The Greatest Movie Ever SoldÂ,N,KVARIETY_060,2011-07-23,Morgan Spurlock,23747,Theater,1,90,"Quentin Tarantino, J.J. Abrams",USA,English,15세,advertising movie in title product placement,NA,NA,NA,"Comedy, Documentary"
192,Tiny FurnitureÂ,N,DRAMA_ROM_SECONDCHANCE,2010-09-03,Lena Dunham,44424,Theater,1,98,"Lena Dunham, Merritt Wever",USA,English,전체,adult returns home girl with glasses hipster,NA,NA,NA,"Comedy, Drama, Romance"
193,The Blue RoomÂ,N,DRAMA_WORK_ENGINEERING,2014-09-03,Mathieu Amalric,68986,영화관,1,76,"Mathieu Amalric, LÃ©a Drucker",France,French,19금,male pubic hair manipulative personality murder of wife,NA,NA,NA,"Crime, Romance, Thriller"
194,The Legend of Hell's Gate: An American ConspiracyÂ,N,KVARIETY_069,2011-11-14,Tanner Beard,86262,Theater,1,108,"William McNamara, Kevin Alejandro",USA,English,15세,1800s doc holliday robbers,NA,NA,NA,"Action, Adventure, History"
195,HerculesÂ,N,MOVIE_DOC_GEN,2014-01-06,Brett Ratner,209690,Theater,1,101,"Dwayne Johnson, Rufus Sewell",USA,English,15세,army greek mythology hercules,NA,NA,NA,"Action, Adventure"
196,HardflipÂ,N,MOVIE_THR_SURVIVAL,2012-05-15,Johnny Remo,74595,Theater,1,112,"Matthew Ziff, Randy Wayne",USA,English,15세,family relationships loss of mother san diego california,NA,NA,NA,"Action, Drama"
197,AnnieÂ,N,DRAMA_ACTION_SPY,2014-02-03,Will Gluck,91350,Theater,1,118,"QuvenzhanÃ© Wallis, Dorian Missick",USA,English,12세,billionaire business tycoon mayoral candidate,NA,NA,NA,"Comedy, Drama, Family"
198,Winter's TaleÂ,N,MOVIE_MYST_GEN,2014-03-22,Akiva Goldsman,69425,Theater,1,118,"Matt Bomer, William Hurt",USA,English,15세,black and white photograph drawing with blood falling through ice,NA,NA,NA,"Drama, Fantasy, Mystery"
199,Easy MoneyÂ,N,KVARIETY_161,2010-04-01,Daniel Espinosa,46887,영화관,1,124,"Fabian Bolin, Fares Fares",Sweden,Swedish,19금,double life drugs financial crisis,NA,NA,NA,"Action, Crime, Drama"
200,In the Name of the King: The Last JobÂ,N,MOVIE_THR_POLITICS,2014-07-27,Uwe Boll,28774,영화관,1,86,"Bashar Rahal, Shelly Varod",Canada,English,19금,castle dragon kidnapping,NA,NA,NA,"Action, Adventure, Fantasy"
201,The Kids Are All RightÂ,N,DRAMA_THR_PSYCHO,2010-03-03,Lisa Cholodenko,179361,Theater,1,106,"Josh Hutcherson, Mia Wasikowska",USA,English,19금,biological father college motorcycle,NA,NA,NA,"Comedy, Drama"
202,RushÂ,N,KVARIETY_112,2013-11-12,Ron Howard,615331,영화관,1,123,"Chris Hemsworth, Olivia Wilde",UK,English,19금,1970s female rear nudity formula 1,NA,NA,NA,"Action, Biography, Drama"
203,The Vatican ExorcismsÂ,N,KVARIETY_017,2013-06-10,Joe Marino,72649,영화관,1,76,"Piero MaggiÃ², Anella Vastola",Italy,English,19금,A film titled The Vatican ExorcismsÂ.,NA,NA,NA,Horror
204,The Spectacular NowÂ,N,MOVIE_DOC_ENVIRONMENT,2013-03-04,James Ponsoldt,142616,Theater,1,95,"Shailene Woodley, Jennifer Jason Leigh",USA,English,19금,crying man high school high school senior,NA,NA,NA,"Comedy, Drama, Romance"
205,Slow WestÂ,N,MOVIE_CRIME_GEN,2015-01-15,John Maclean,84790,영화관,1,84,"Michael Fassbender, Kodi Smit-McPhee",UK,English,19금,american west bounty hunter frontier,NA,NA,NA,Western
206,Safe HouseÂ,N,KDRAMA_047,2012-07-01,Daniel Espinosa,272751,Theater,1,115,"Denzel Washington, Ryan Reynolds",USA,English,19금,cia cia agent consulate,NA,NA,NA,"Action, Crime, Mystery"
207,The AwakeningÂ,N,DRAMA_THR_GEN,2011-01-03,Nick Murphy,78666,영화관,1,107,"Isaac Hempstead Wright, Imelda Staunton",UK,English,19금,boarding school boy british horror,NA,NA,NA,"Horror, Thriller"
208,The Change-UpÂ,N,KDRAMA_004,2011-06-28,David Dobkin,262185,Theater,1,118,"Ryan Reynolds, Olivia Wilde",USA,English,19금,best friend fountain law firm,NA,NA,NA,"Comedy, Fantasy"
209,Draft DayÂ,N,KVARIETY_102,2014-11-08,Ivan Reitman,70711,Theater,1,110,"Jennifer Garner, Chi McBride",USA,English,19금,cleveland browns head coach linebacker,NA,NA,NA,"Drama, Sport"
210,InterstellarÂ,N,MOVIE_COM_SLAPSTICK,2014-12-13,Christopher Nolan,1125047,Theater,1,169,"Matthew McConaughey, Anne Hathaway",USA,English,15세,black hole father daughter relationship saving the world,NA,NA,NA,"Adventure, Drama, Sci-Fi"
211,The November ManÂ,N,KDRAMA_001,2014-02-06,Roger Donaldson,97262,Theater,1,108,"Luke Bracey, Akie Kotabe",USA,English,19금,critically bashed premarital sex sex scene,NA,NA,NA,"Action, Crime, Thriller"
212,Christmas EveÂ,N,MOVIE_SPORTS_ICE,2015-07-10,Mitch Davis,67686,Theater,1,95,"Gary Cole, Jon Heder",USA,English,12세,A film titled Christmas EveÂ.,NA,NA,NA,Comedy
213,BoyhoodÂ,N,DRAMA_SOC_RACE,2014-04-16,Richard Linklater,302806,Theater,1,165,"Ellar Coltrane, Lorelei Linklater",USA,English,19금,12 year time span coming of age domestic abuse,NA,NA,NA,Drama
214,WhiplashÂ,N,KVARIETY_025,2014-09-15,Damien Chazelle,510324,Theater,1,107,"J.K. Simmons, Melissa Benoist",USA,English,19금,conservatory drummer emotional abuse,NA,NA,NA,"Drama, Music"
215,UnDividedÂ,N,DRAMA_SOC_POLITICS,2013-08-10,Sam Martin,79034,Theater,1,66,"Sam Adams, Steve Duin",USA,English,12세,A film titled UnDividedÂ.,NA,NA,NA,Documentary
216,The Last StandÂ,N,DRAMA_WORK_MEDICAL,2013-04-19,Jee-woon Kim,116997,Theater,1,107,"Zach Gilford, James Burnett",USA,English,19금,deputy escape fbi,NA,NA,NA,"Action, Crime, Thriller"
217,SomewhereÂ,N,DRAMA_HORROR_BODYHORROR,2010-12-27,Sofia Coppola,63439,Theater,1,97,"Nathalie Fay, Chris Pontius",USA,English,19금,actor boredom luxury hotel,NA,NA,NA,"Comedy, Drama"
218,TreacheryÂ,N,KDRAMA_086,2013-06-06,Travis Romero,90052,Theater,1,67,"Matthew Ziff, Lorraine Ziff",USA,English,전체,panties white panties,NA,NA,NA,"Drama, Thriller"
219,DreddÂ,N,KDRAMA_050,2012-08-15,Pete Travis,366766,영화관,1,95,"Wood Harris, Jason Cope",UK,English,19금,brutality dark humor female antagonist,NA,NA,NA,"Action, Sci-Fi"
220,REDÂ,N,MOVIE_ACTION_HEIST,2010-08-23,Robert Schwentke,361881,Theater,1,111,"Bruce Willis, Morgan Freeman",USA,English,15세,cia female assassin interrogation,NA,NA,NA,"Action, Comedy, Crime"
221,Echo Dr.Â,N,KVARIETY_029,2013-07-19,Patrick Ryan Sims,67790,Theater,1,81,"Claire Gordon-Harper, Hugh Mun",USA,English,전체,android artificial intelligence home invasion,NA,NA,NA,"Action, Drama, Sci-Fi"
222,Re-KillÂ,N,MOVIE_SPORTS_BASKETBALL,2015-06-12,Valeri Milev,16635,Theater,1,88,"Daniella Alonso, Roger Cross",USA,English,19금,after dark after dark horrorfest fictional tv news show,NA,NA,NA,"Action, Horror"
223,Damsels in DistressÂ,N,KDRAMA_066,2011-05-25,Whit Stillman,15992,Theater,1,99,"Greta Gerwig, Megalyn Echikunwoke",USA,English,15세,college college campus dance craze,NA,NA,NA,"Comedy, Drama, Romance"
224,Journey 2: The Mysterious IslandÂ,N,DRAMA_GEN,2012-06-06,Brad Peyton,90503,Theater,1,94,"Josh Hutcherson, Dwayne Johnson",USA,English,12세,gold hurricane island,NA,NA,NA,"Action, Adventure, Comedy"
225,Middle of NowhereÂ,N,MOVIE_ANIME_ROMANCE,2012-09-10,Ava DuVernay,29971,Theater,1,97,"Omari Hardwick, David Oyelowo",USA,English,19금,A film titled Middle of NowhereÂ.,NA,NA,NA,Drama
