id,content_name,is_ott,∫–∑˘ƒ⁄µÂ,∞≥∫¿¿œ,∞®µ∂_π◊_PD,Ω√√ª¿⁄ºˆ,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
120,Airlift,N,DRAMA_SOC_CLASS,2016-06-10,Raja Menon,104079,øµ»≠∞¸,1,130,"Nimrat Kaur, Sameer Ali Khan",India,Hindi,¿¸√º,1990s businessman evacuation,NA,NA,NA,"Action, Drama, History"
121,Survivor,N,DRAMA_SF_CYBERPUNK,2015-02-15,James McTeigue,238463,Theater,1,96,"Milla Jovovich, Roger Rees",USA,English,15ºº,cigarette lighter death fire,NA,NA,NA,"Action, Crime, Thriller"
122,Date Night,N,DRAMA_ROM_GL,2010-09-18,Shawn Levy,254897,Theater,1,101,"Mila Kunis, James Franco",USA,English,15ºº,city new york city night,NA,NA,NA,"Comedy, Crime, Romance"
123,Firestorm,N,MOVIE_DOC_POLITICS,2013-01-06,Alan Yuen,292180,øµ»≠∞¸,1,118,"Andy Lau, Michael Wong",China,Mandarin,¿¸√º,die hard scenario gunfight hong kong police,NA,NA,NA,"Action, Crime, Thriller"
124,Diary of a Wimpy Kid: Dog Days,N,KVARIETY_075,2012-10-10,David Bowers,480398,Theater,1,94,"Zachary Gordon, Rachael Harris",USA,English,12ºº,best friend camping country club,NA,NA,NA,"Comedy, Family"
125,Fantastic Four,N,KVARIETY_067,2015-11-21,Josh Trank,237874,Theater,1,100,"Tim Blake Nelson, Reg E. Cathey",USA,English,15ºº,box office flop critically bashed portal,NA,NA,NA,"Action, Adventure, Sci-Fi"
126,Snow Queen,N,KDRAMA_072,2012-06-04,Vladlen Barbe,331852,øµ»≠∞¸,1,80,"Erin Fitzgerald, Wendee Lee",Russia,Russian,12ºº,3d,NA,NA,NA,"Adventure, Animation, Family"
127,The Theory of Everything,N,KVARIETY_120,2014-12-20,James Marsh,431564,øµ»≠∞¸,1,123,"Eddie Redmayne, Emily Watson",UK,English,15ºº,based on memoir cambridge university husband wife relationship,NA,NA,NA,"Biography, Drama, Romance"
128,Let Me In,N,KVARIETY_135,2010-06-15,Matt Reeves,450160,øµ»≠∞¸,1,116,"Chlo?? Grace Moretz, Dylan Minnette",UK,English,19±›,blood boy night,NA,NA,NA,"Drama, Fantasy, Horror"
129,Young Adult,N,KDRAMA_084,2011-07-09,Jason Reitman,286582,Theater,1,94,"Charlize Theron, Patton Oswalt",USA,English,19±›,car damage computer printer female band,NA,NA,NA,"Comedy, Drama"
130,The Internship,N,KVARIETY_090,2013-12-02,Shawn Levy,460068,Theater,1,125,"Josh Gad, Jessica Szohr",USA,English,15ºº,actor's picture shown in credits animated credits google,NA,NA,NA,Comedy
131,The Angry Birds Movie,N,DRAMA_ACTION_SPY,2016-09-15,Clay Kaytis,268404,Theater,1,97,"Peter Dinklage, Josh Gad",USA,English,12ºº,butt downward duck fish,NA,NA,NA,"Action, Animation, Comedy"
132,Wrath of the Titans,N,MOVIE_DOC_ENVIRONMENT,2012-12-26,Jonathan Liebesman,242701,Theater,1,99,"Liam Neeson, Edgar Ram?°©rez",USA,English,15ºº,ares hades titan,NA,NA,NA,"Action, Adventure, Fantasy"
133,Machine Gun Preacher,N,KDRAMA_098,2011-05-27,Marc Forster,304070,Theater,1,129,"Gerard Butler, Madeline Carroll",USA,English,19±›,africa biker church,NA,NA,NA,"Action, Biography, Crime"
134,Our Idiot Brother,N,MOVIE_ANIME_SUPERNATURAL,2011-06-12,Jesse Peretz,276136,Theater,1,90,"Zooey Deschanel, Adam Scott",USA,English,19±›,art model farmer jail,NA,NA,NA,"Comedy, Drama"
135,Parental Guidance,N,MOVIE_SPORTS_EQUESTRIAN,2012-05-05,Andy Fickman,409341,Theater,1,105,"Bailee Madison, Gedde Watanabe",USA,English,12ºº,chores father figure helicopter parents,NA,NA,NA,"Comedy, Family"
136,Captain America: Civil War,N,MOVIE_CRIME_DETECTIVE,2016-09-22,Anthony Russo,541956,Theater,1,147,"Robert Downey Jr., Scarlett Johansson",USA,English,15ºº,based on comic book knife marvel cinematic universe,NA,NA,NA,"Action, Adventure, Sci-Fi"
137,It's Kind of a Funny Story,N,DRAMA_ROM_MARRIED,2010-05-12,Anna Boden,149415,Theater,1,101,"Zo?? Kravitz, Jeremy Davies",USA,English,15ºº,based on novel depression psychiatric ward,NA,NA,NA,"Comedy, Drama, Romance"
138,A Turtle's Tale: Sammy's Adventures,N,KDRAMA_039,2010-08-08,Ben Stassen,439674,øµ»≠∞¸,1,88,"Ed Begley Jr., Jenny McCarthy",France,English,12ºº,apostrophe in title character name in title punctuation in title,NA,NA,NA,"Adventure, Animation, Family"
139,Christmas Mail,N,MOVIE_MUSIC_TRADITIONAL,2010-11-06,John Murlowski,544104,Theater,1,89,"Ashley Scott, Piper Mackenzie Harris",USA,English,12ºº,boss holiday letter,NA,NA,NA,"Comedy, Drama, Family"
140,Unbroken,N,DRAMA_FANTASY_TIME,2014-11-03,Angelina Jolie Pitt,312723,Theater,1,137,"Finn Wittrock, Jack O'Connell",USA,English,15ºº,emaciation male nudity plane crash,NA,NA,NA,"Biography, Drama, Sport"
141,Lone Survivor,N,KDRAMA_050,2013-10-08,Peter Berg,363664,Theater,1,121,"Jerry Ferrara, Scott Elrod",USA,English,19±›,courage navy seal outnumbered,NA,NA,NA,"Action, Biography, Drama"
142,Hop,N,MOVIE_FAM_SIBLING,2011-09-13,Tim Hill,175577,Theater,1,95,"Gary Cole, Elizabeth Perkins",USA,English,12ºº,drummer easter easter bunny,NA,NA,NA,"Adventure, Animation, Comedy"
143,Give Me Shelter,N,MOVIE_ANIME_COMEDY,2014-07-27,Kristin Rizzo,169718,Theater,1,90,"Esai Morales, Robert Davi",USA,English,¿¸√º,independent film,NA,NA,NA,Documentary
144,You Got Served: Beat the World,N,KVARIETY_122,2011-03-04,Robert Adetuyi,236508,øµ»≠∞¸,1,91,"Shane Pollard, Mishael Morgan",Canada,English,15ºº,A film titled You Got Served: Beat the World.,NA,NA,NA,"Drama, Music"
145,The Peanuts Movie,N,KDRAMA_003,2015-10-15,Steve Martino,176998,Theater,1,88,"Francesca Capaldi, Venus Schultheis",USA,English,¿¸√º,dog girl imagination,NA,NA,NA,"Adventure, Animation, Comedy"
146,Johnny English Reborn,N,DRAMA_ACTION_GEN,2011-04-15,Oliver Parker,135613,Theater,1,101,"Daniel Kaluuya, Tim McInnerny",USA,English,12ºº,assassin chinese conspiracy,NA,NA,NA,"Action, Adventure, Comedy"
147,Her,N,KDRAMA_013,2013-10-19,Spike Jonze,556452,Theater,1,126,"Scarlett Johansson, Brian Johnson",USA,English,19±›,divorce female frontal nudity future,NA,NA,NA,"Drama, Romance, Sci-Fi"
148,Born to Fly: Elizabeth Streb vs. Gravity,N,DRAMA_FANTASY_FOLKLORE,2014-10-18,Catherine Gund,43257,Theater,1,82,"Elizabeth Streb, Sarah Callan",USA,English,¿¸√º,three word title,NA,NA,NA,"Action, Biography, Documentary"
149,You Will Meet a Tall Dark Stranger,N,DRAMA_CRIME_SERIAL,2010-01-07,Woody Allen,553050,Theater,1,98,"Anthony Hopkins, Naomi Watts",USA,English,19±›,call girl charlatan fortune teller,NA,NA,NA,"Comedy, Drama, Romance"
150,Kickboxer: Vengeance,N,KDRAMA_056,2016-12-28,John Stockwell,484598,Theater,1,90,"Matthew Ziff, T.J. Storm",USA,English,¿¸√º,A film titled Kickboxer: Vengeance.,NA,NA,NA,Action
151,Standing Ovation,N,KVARIETY_163,2010-04-09,Stewart Raffill,386501,Theater,1,105,"Kayla Jackson, Alexis Biesiada",USA,English,12ºº,dance dream frog,NA,NA,NA,Musical
152,Wicked Blood,N,DRAMA_MYST_DUALTIMELINE,2014-06-09,Mark Young,33684,Theater,1,92,"Alexa PenaVega, Jake Busey",USA,English,¿¸√º,chess drugs love,NA,NA,NA,"Action, Crime, Drama"
153,Stolen,N,KDRAMA_009,2012-12-24,Simon West,120475,Theater,1,96,"Nicolas Cage, Mark Valley",USA,English,19±›,bank money presumed dead,NA,NA,NA,"Action, Crime, Drama"
154,Savages,N,KVARIETY_131,2012-11-11,Oliver Stone,166117,Theater,1,141,"Demi?¢Æn Bichir, Shea Whigham",USA,English,19±›,arms tied overhead damsel in distress dea,NA,NA,NA,"Crime, Drama, Thriller"
155,La Famille B??lier,N,DRAMA_MYST_CLOSEDROOM,2014-02-06,Eric Lartigau,330042,øµ»≠∞¸,1,106,"Karin Viard, Eric Elmosnino",France,French,¿¸√º,audition deaf family relationships,NA,NA,NA,"Comedy, Drama, Music"
156,Enter Nowhere,N,KVARIETY_069,2011-09-04,Jack Heller,569687,Theater,1,90,"Shaun Sipos, Katherine Waterston",USA,English,19±›,cabin going in circles pac man,NA,NA,NA,"Mystery, Thriller"
157,The Host,N,DRAMA_THR_SUPERNATURAL,2013-04-13,Andrew Niccol,199379,Theater,1,125,"J.D. Evermore, Chandler Canterbury",USA,English,15ºº,alien alien creature body snatching,NA,NA,NA,"Action, Adventure, Romance"
158,Legend of Kung Fu Rabbit,N,KVARIETY_153,2011-06-18,Lijun Sun,386194,øµ»≠∞¸,1,89,"Jon Heder, Tom Arnold",China,Mandarin,12ºº,anthropomorphic animal china furry,NA,NA,NA,"Action, Adventure, Animation"
159,X-Men: Apocalypse,N,DRAMA_THR_GEN,2016-06-23,Bryan Singer,382017,Theater,1,144,"Jennifer Lawrence, Michael Fassbender",USA,English,15ºº,mutant superhero superhero team,NA,NA,NA,"Action, Adventure, Sci-Fi"
160,The Gunman,N,DRAMA_ROM_TRIANGLE,2015-01-25,Pierre Morel,107980,Theater,1,115,"Ray Winstone, Mark Rylance",USA,English,19±›,assassination blood vomiting death,NA,NA,NA,"Action, Crime, Drama"
161,Treading Water,N,KVARIETY_142,2013-11-08,Analeine Cal y Mayor,106043,øµ»≠∞¸,1,92,"Zo?? Kravitz, Douglas Smith",Mexico,English,¿¸√º,A film titled Treading Water.,NA,NA,NA,"Comedy, Drama"
162,Jack and Jill,N,KDRAMA_053,2011-11-05,Dennis Dugan,168836,Theater,1,91,"Al Pacino, Adam Sandler",USA,English,12ºº,advertising advertising executive commercial,NA,NA,NA,Comedy
163,The Jungle Book,N,KDRAMA_045,2016-07-09,Jon Favreau,422321,øµ»≠∞¸,1,106,"Scarlett Johansson, Bill Murray",UK,English,12ºº,fire jungle remake,NA,NA,NA,"Adventure, Drama, Family"
164,The BFG,N,KDRAMA_025,2016-12-07,Steven Spielberg,290202,øµ»≠∞¸,1,117,"Mark Rylance, Penelope Wilton",UK,English,12ºº,cannibal evil brother giant,NA,NA,NA,"Adventure, Family, Fantasy"
165,The Hunger Games: Catching Fire,N,KVARIETY_078,2013-01-11,Francis Lawrence,996468,Theater,1,146,"Jennifer Lawrence, Josh Hutcherson",USA,English,15ºº,president snow television,NA,NA,NA,"Adventure, Sci-Fi, Thriller"
166,Alex Cross,N,MOVIE_ROM_FORBIDDEN,2012-02-21,Rob Cohen,399225,Theater,1,101,"Cicely Tyson, Chad Lindberg",USA,English,15ºº,assassin detective partner,NA,NA,NA,"Action, Crime, Mystery"
167,My Last Day Without You,N,KVARIETY_079,2011-05-07,Stefan C. Schaefer,465721,Theater,1,90,"Nicole Beharie, Marlene Forte",USA,English,¿¸√º,business trip german love,NA,NA,NA,"Comedy, Drama, Romance"
168,Miracles from Heaven,N,KVARIETY_067,2016-09-25,Patricia Riggen,257464,Theater,1,109,"Jennifer Garner, Brighton Sharbino",USA,English,12ºº,child cancer christian film christianity,NA,NA,NA,Drama
169,Pitch Perfect 2,N,MOVIE_CRIME_FRAUD,2015-03-20,Elizabeth Banks,269526,Theater,1,115,"Anna Kendrick, Birgitte Hjort S?¢¨rensen",USA,English,15ºº,2010s a cappella box office hit,NA,NA,NA,"Comedy, Music"
170,Homefront,N,MOVIE_MYST_CONSPIRACY,2013-02-25,Gary Fleder,346984,Theater,1,100,"Jason Statham, James Franco",USA,English,19±›,biker biker gang dea,NA,NA,NA,"Action, Crime, Drama"
171,Paranormal Activity: The Marked Ones,N,MOVIE_CRIME_GEN,2014-11-25,Christopher Landon,463267,Theater,1,101,"Richard Cabral, Gloria Sandoval",USA,English,19±›,apartment blood demonic possession,NA,NA,NA,"Fantasy, Horror, Thriller"
172,Safe,N,KVARIETY_145,2012-12-22,Boaz Yakin,454947,Theater,1,94,"Jason Statham, Reggie Lee",USA,English,19±›,bodyguard gang war russian,NA,NA,NA,"Action, Crime, Thriller"
173,2016: Obama's America,N,DRAMA_MYST_CONSPIRACY,2012-07-19,Dinesh D'Souza,359652,Theater,1,87,"Barack Obama, Zackary Steven Graham",USA,English,12ºº,critically bashed partisan commentary political propoganda,NA,NA,NA,Documentary
174,Jason Bourne,N,KVARIETY_182,2016-06-24,Paul Greengrass,470019,øµ»≠∞¸,1,123,"Matt Damon, Riz Ahmed",UK,English,15ºº,black ops chase cia,NA,NA,NA,"Action, Thriller"
175,Our Family Wedding,N,KVARIETY_108,2010-02-24,Rick Famuyiwa,341484,Theater,1,103,"America Ferrera, Lance Gross",USA,English,15ºº,california love marriage,NA,NA,NA,"Comedy, Romance"
176,Victor Frankenstein,N,KDRAMA_004,2015-08-25,Paul McGuigan,57475,Theater,1,110,"Daniel Radcliffe, Spencer Wilding",USA,English,15ºº,assistant experiment frankenstein,NA,NA,NA,"Drama, Horror, Sci-Fi"
177,Lights Out,N,MOVIE_ANIME_CULINARY,2016-05-06,David F. Sandberg,90328,Theater,1,81,"Billy Burke, Amiah Miller",USA,English,15ºº,based on short film reference to avenged sevenfold reference to slayer,NA,NA,NA,Horror
178,The Conjuring 2,N,KVARIETY_118,2016-01-11,James Wan,225840,Theater,1,134,"Javier Botet, Frances O'Connor",USA,English,19±›,based on supposedly true story house paranormal investigating,NA,NA,NA,"Horror, Mystery, Thriller"
179,Alpha and Omega,N,KVARIETY_086,2010-05-10,Anthony Bell,21404,Theater,1,90,"Kevin Sussman, Larry Miller",USA,English,12ºº,arranged marriage geese idaho,NA,NA,NA,"Adventure, Animation, Comedy"
180,Eat Pray Love,N,KVARIETY_116,2010-08-25,Ryan Murphy,309858,Theater,1,140,"James Franco, Julia Roberts",USA,English,15ºº,divorce emotional balance female protagonist,NA,NA,NA,"Drama, Romance"
181,American Heist,N,MOVIE_SPORTS_BASEBALL,2014-06-26,Sarik Andreasyan,382915,øµ»≠∞¸,1,94,"Hayden Christensen, Jordana Brewster",Canada,English,19±›,bank critically bashed heist,NA,NA,NA,"Action, Crime, Drama"
182,The Walking Deceased,N,MOVIE_SPORTS_OLYMPICS,2015-07-01,Scott Dow,403535,Theater,1,88,"Trenton Rostedt, Wray Crawford",USA,English,19±›,zombie zombie spoof,NA,NA,NA,"Comedy, Horror"
183,Star Trek Into Darkness,N,DRAMA_SCHOOL_CAMPUS,2013-01-15,J.J. Abrams,681360,Theater,1,132,"Benedict Cumberbatch, Bruce Greenwood",USA,English,15ºº,admiral captain manhunt,NA,NA,NA,"Action, Adventure, Sci-Fi"
184,Birdman or (The Unexpected Virtue of Ignorance),N,MOVIE_ROM_FORBIDDEN,2014-08-04,Alejandro G. I?°æ?¢Ærritu,716243,Theater,1,119,"Emma Stone, Naomi Watts",USA,English,19±›,actor artist broadway play,NA,NA,NA,"Comedy, Drama, Romance"
185,Never Let Me Go,N,DRAMA_WORK_SERVICE,2010-02-17,Mark Romanek,417192,øµ»≠∞¸,1,103,"Andrew Garfield, Charlie Rowe",UK,English,19±›,boarding school childhood love,NA,NA,NA,"Drama, Romance, Sci-Fi"
186,Born of War,N,KVARIETY_074,2014-11-25,Vicky Jewson,226938,øµ»≠∞¸,1,109,"James Frain, Sofia Black-D'Elia",UK,English,19±›,fight mina murder,NA,NA,NA,"Action, Drama, Thriller"
187,Food Chains,N,KDRAMA_055,2014-12-03,Sanjay Rawal,142412,Theater,1,83,"Alma Martinez, Robert Kennedy Jr.",USA,English,¿¸√º,two word title,NA,NA,NA,"Documentary, News"
188,Lee Daniels' The Butler,N,KVARIETY_164,2013-03-14,Lee Daniels,141335,Theater,1,132,"Alex Pettyfer, David Oyelowo",USA,English,15ºº,butler civil rights hotel,NA,NA,NA,"Biography, Drama"
189,Daddy's Home,N,KVARIETY_099,2015-03-24,Sean Anders,104314,Theater,1,96,"Will Ferrell, Linda Cardellini",USA,English,15ºº,biological father dad drinking,NA,NA,NA,"Comedy, Family"
190,Contagion,N,MOVIE_THR_SURVIVAL,2011-01-11,Steven Soderbergh,240476,Theater,1,106,"Matt Damon, Monique Gabriela Curnen",USA,English,15ºº,contagion cure infection,NA,NA,NA,"Drama, Thriller"
191,The Greatest Movie Ever Sold,N,KVARIETY_062,2011-05-26,Morgan Spurlock,204534,Theater,1,90,"Quentin Tarantino, J.J. Abrams",USA,English,15ºº,advertising movie in title product placement,NA,NA,NA,"Comedy, Documentary"
192,Tiny Furniture,N,KVARIETY_162,2010-03-15,Lena Dunham,519952,Theater,1,98,"Lena Dunham, Merritt Wever",USA,English,¿¸√º,adult returns home girl with glasses hipster,NA,NA,NA,"Comedy, Drama, Romance"
193,The Blue Room,N,KDRAMA_081,2014-08-05,Mathieu Amalric,116231,øµ»≠∞¸,1,76,"Mathieu Amalric, L??a Drucker",France,French,19±›,male pubic hair manipulative personality murder of wife,NA,NA,NA,"Crime, Romance, Thriller"
194,The Legend of Hell's Gate: An American Conspiracy,N,MOVIE_ROM_BL,2011-07-13,Tanner Beard,124402,Theater,1,108,"William McNamara, Kevin Alejandro",USA,English,15ºº,1800s doc holliday robbers,NA,NA,NA,"Action, Adventure, History"
195,Hercules,N,DRAMA_WORK_LAWFIRM,2014-10-14,Brett Ratner,210356,Theater,1,101,"Dwayne Johnson, Rufus Sewell",USA,English,15ºº,army greek mythology hercules,NA,NA,NA,"Action, Adventure"
196,Hardflip,N,MOVIE_MUSIC_ROCK,2012-09-14,Johnny Remo,522734,Theater,1,112,"Matthew Ziff, Randy Wayne",USA,English,15ºº,family relationships loss of mother san diego california,NA,NA,NA,"Action, Drama"
197,Annie,N,DRAMA_FAM_STEPFAMILY,2014-09-02,Will Gluck,79276,Theater,1,118,"Quvenzhan?? Wallis, Dorian Missick",USA,English,12ºº,billionaire business tycoon mayoral candidate,NA,NA,NA,"Comedy, Drama, Family"
198,Winter's Tale,N,KVARIETY_024,2014-06-01,Akiva Goldsman,71418,Theater,1,118,"Matt Bomer, William Hurt",USA,English,15ºº,black and white photograph drawing with blood falling through ice,NA,NA,NA,"Drama, Fantasy, Mystery"
199,Easy Money,N,KVARIETY_138,2010-09-10,Daniel Espinosa,56416,øµ»≠∞¸,1,124,"Fabian Bolin, Fares Fares",Sweden,Swedish,19±›,double life drugs financial crisis,NA,NA,NA,"Action, Crime, Drama"
200,In the Name of the King: The Last Job,N,KVARIETY_168,2014-10-26,Uwe Boll,513419,øµ»≠∞¸,1,86,"Bashar Rahal, Shelly Varod",Canada,English,19±›,castle dragon kidnapping,NA,NA,NA,"Action, Adventure, Fantasy"
201,The Kids Are All Right,N,MOVIE_DOC_SPORTS,2010-05-14,Lisa Cholodenko,139800,Theater,1,106,"Josh Hutcherson, Mia Wasikowska",USA,English,19±›,biological father college motorcycle,NA,NA,NA,"Comedy, Drama"
202,Rush,N,KVARIETY_185,2013-06-24,Ron Howard,533695,øµ»≠∞¸,1,123,"Chris Hemsworth, Olivia Wilde",UK,English,19±›,1970s female rear nudity formula 1,NA,NA,NA,"Action, Biography, Drama"
203,The Vatican Exorcisms,N,KVARIETY_075,2013-01-11,Joe Marino,527382,øµ»≠∞¸,1,76,"Piero Maggi?©˜, Anella Vastola",Italy,English,19±›,A film titled The Vatican Exorcisms.,NA,NA,NA,Horror
204,The Spectacular Now,N,KDRAMA_045,2013-10-19,James Ponsoldt,467364,Theater,1,95,"Shailene Woodley, Jennifer Jason Leigh",USA,English,19±›,crying man high school high school senior,NA,NA,NA,"Comedy, Drama, Romance"
205,Slow West,N,MOVIE_SPORTS_SOCCER,2015-02-25,John Maclean,522773,øµ»≠∞¸,1,84,"Michael Fassbender, Kodi Smit-McPhee",UK,English,19±›,american west bounty hunter frontier,NA,NA,NA,Western
206,Safe House,N,MOVIE_MUSIC_SOUNDTRACK,2012-04-12,Daniel Espinosa,421192,Theater,1,115,"Denzel Washington, Ryan Reynolds",USA,English,19±›,cia cia agent consulate,NA,NA,NA,"Action, Crime, Mystery"
207,The Awakening,N,KVARIETY_191,2011-06-02,Nick Murphy,407224,øµ»≠∞¸,1,107,"Isaac Hempstead Wright, Imelda Staunton",UK,English,19±›,boarding school boy british horror,NA,NA,NA,"Horror, Thriller"
208,The Change-Up,N,KDRAMA_043,2011-10-19,David Dobkin,377429,Theater,1,118,"Ryan Reynolds, Olivia Wilde",USA,English,19±›,best friend fountain law firm,NA,NA,NA,"Comedy, Fantasy"
209,Draft Day,N,KVARIETY_136,2014-08-07,Ivan Reitman,84278,Theater,1,110,"Jennifer Garner, Chi McBride",USA,English,19±›,cleveland browns head coach linebacker,NA,NA,NA,"Drama, Sport"
210,Interstellar,N,KVARIETY_040,2014-10-06,Christopher Nolan,1260136,Theater,1,169,"Matthew McConaughey, Anne Hathaway",USA,English,15ºº,black hole father daughter relationship saving the world,NA,NA,NA,"Adventure, Drama, Sci-Fi"
211,The November Man,N,KVARIETY_031,2014-10-04,Roger Donaldson,260155,Theater,1,108,"Luke Bracey, Akie Kotabe",USA,English,19±›,critically bashed premarital sex sex scene,NA,NA,NA,"Action, Crime, Thriller"
212,Christmas Eve,N,KDRAMA_047,2015-06-22,Mitch Davis,282119,Theater,1,95,"Gary Cole, Jon Heder",USA,English,12ºº,A film titled Christmas Eve.,NA,NA,NA,Comedy
213,Boyhood,N,KVARIETY_080,2014-10-14,Richard Linklater,599181,Theater,1,165,"Ellar Coltrane, Lorelei Linklater",USA,English,19±›,12 year time span coming of age domestic abuse,NA,NA,NA,Drama
214,Whiplash,N,DRAMA_SF_CYBERPUNK,2014-08-10,Damien Chazelle,624846,Theater,1,107,"J.K. Simmons, Melissa Benoist",USA,English,19±›,conservatory drummer emotional abuse,NA,NA,NA,"Drama, Music"
215,UnDivided,N,DRAMA_SCHOOL_MIDDLE,2013-03-26,Sam Martin,32331,Theater,1,66,"Sam Adams, Steve Duin",USA,English,12ºº,A film titled UnDivided.,NA,NA,NA,Documentary
216,The Last Stand,N,KVARIETY_192,2013-07-02,Jee-woon Kim,174624,Theater,1,107,"Zach Gilford, James Burnett",USA,English,19±›,deputy escape fbi,NA,NA,NA,"Action, Crime, Thriller"
217,Somewhere,N,DRAMA_SF_DYSTOPIA,2010-12-12,Sofia Coppola,67662,Theater,1,97,"Nathalie Fay, Chris Pontius",USA,English,19±›,actor boredom luxury hotel,NA,NA,NA,"Comedy, Drama"
218,Treachery,N,KVARIETY_061,2013-03-26,Travis Romero,197198,Theater,1,67,"Matthew Ziff, Lorraine Ziff",USA,English,¿¸√º,panties white panties,NA,NA,NA,"Drama, Thriller"
219,Dredd,N,MOVIE_SPORTS_FISHING,2012-10-22,Pete Travis,393541,øµ»≠∞¸,1,95,"Wood Harris, Jason Cope",UK,English,19±›,brutality dark humor female antagonist,NA,NA,NA,"Action, Sci-Fi"
220,RED,N,MOVIE_SPORTS_VOLLEYBALL,2010-04-23,Robert Schwentke,380528,Theater,1,111,"Bruce Willis, Morgan Freeman",USA,English,15ºº,cia female assassin interrogation,NA,NA,NA,"Action, Comedy, Crime"
221,Echo Dr.,N,KDRAMA_081,2013-11-25,Patrick Ryan Sims,192131,Theater,1,81,"Claire Gordon-Harper, Hugh Mun",USA,English,¿¸√º,android artificial intelligence home invasion,NA,NA,NA,"Action, Drama, Sci-Fi"
222,Re-Kill,N,KDRAMA_097,2015-10-03,Valeri Milev,400453,Theater,1,88,"Daniella Alonso, Roger Cross",USA,English,19±›,after dark after dark horrorfest fictional tv news show,NA,NA,NA,"Action, Horror"
223,Damsels in Distress,N,DRAMA_WORK_TRANSPORT,2011-02-05,Whit Stillman,484647,Theater,1,99,"Greta Gerwig, Megalyn Echikunwoke",USA,English,15ºº,college college campus dance craze,NA,NA,NA,"Comedy, Drama, Romance"
